year_month,category,island,value
2025-06,AVERAGE DAILY CENSUS,molokai,360.85326531553176
2025-06,AVERAGE DAILY CENSUS,oahu,123068.12523022134
2025-06,AVERAGE LENGTH OF STAY,hawaii island,7.437134273733152
2025-06,AVERAGE LENGTH OF STAY,kauai,7.442066120150974
2025-06,AVERAGE LENGTH OF STAY,lanai,4.072756335120258
2025-06,AVERAGE LENGTH OF STAY,maui,7.627077670712054
2025-06,AVERAGE LENGTH OF STAY,molokai,5.057232154010506
2025-06,AVERAGE LENGTH OF STAY,oahu,7.208449436033018
2025-06,PER PERSON PER DAY SPENDING ($),hawaii island,224.95217543969017
2025-06,PER PERSON PER DAY SPENDING ($),kauai,263.0646354681259
2025-06,PER PERSON PER DAY SPENDING ($),lanai,562.8357063378114
2025-06,PER PERSON PER DAY SPENDING ($),maui,294.7844038096002
2025-06,PER PERSON PER DAY SPENDING ($),molokai,153.56011467057866
2025-06,PER PERSON PER DAY SPENDING ($),oahu,249.05406669094813
2025-06,PER PERSON PER TRIP SPENDING ($),hawaii island,1672.9995339133527
2025-06,PER PERSON PER TRIP SPENDING ($),kauai,1957.744411027206
2025-06,PER PERSON PER TRIP SPENDING ($),lanai,2292.2926886192063
2025-06,PER PERSON PER TRIP SPENDING ($),maui,2248.343543970366
2025-06,PER PERSON PER TRIP SPENDING ($),molokai,776.5891494855907
2025-06,PER PERSON PER TRIP SPENDING ($),oahu,1795.293646580095
2025-06,TOTAL EXPENDITURES ($ MILLION),hawaii island,258.3467460821492
2025-06,TOTAL EXPENDITURES ($ MILLION),kauai,265.22785269994273
2025-06,TOTAL EXPENDITURES ($ MILLION),lanai,9.124636846672999
2025-06,TOTAL EXPENDITURES ($ MILLION),maui,510.64312798807936
2025-06,TOTAL EXPENDITURES ($ MILLION),molokai,1.662380064033174
2025-06,TOTAL EXPENDITURES ($ MILLION),oahu,919.5185120585252
2025-06,TOTAL VISITOR DAYS,hawaii island,1148451.8679456476
2025-06,TOTAL VISITOR DAYS,kauai,1008223.1396400636
2025-06,TOTAL VISITOR DAYS,lanai,16211.901171025624
2025-06,TOTAL VISITOR DAYS,maui,1732259.6493873582
2025-06,TOTAL VISITOR DAYS,molokai,10825.597959465953
2025-06,TOTAL VISITOR DAYS,oahu,3692043.7569066403
2025-06,VISITOR ARRIVALS,hawaii island,154421.28993176957
2025-06,VISITOR ARRIVALS,kauai,135476.24051741295
2025-06,VISITOR ARRIVALS,lanai,3980.5723291685526
2025-06,VISITOR ARRIVALS,maui,227119.70746531506
2025-06,VISITOR ARRIVALS,molokai,2140.617165632983
2025-06,VISITOR ARRIVALS,oahu,512182.79182914825
2025-07,AVERAGE DAILY CENSUS,hawaii island,38531.139076206935
2025-07,AVERAGE DAILY CENSUS,kauai,33638.81732524751
2025-07,AVERAGE DAILY CENSUS,lanai,519.5682503578722
2025-07,AVERAGE DAILY CENSUS,maui,57389.68765231781
2025-07,AVERAGE DAILY CENSUS,molokai,361.33197094867023
2025-07,AVERAGE DAILY CENSUS,oahu,118164.3056238778
2025-07,AVERAGE LENGTH OF STAY,hawaii island,7.454661981343383
2025-07,AVERAGE LENGTH OF STAY,kauai,7.277628527003589
2025-07,AVERAGE LENGTH OF STAY,lanai,4.009571237609859
2025-07,AVERAGE LENGTH OF STAY,maui,7.553544557495694
2025-07,AVERAGE LENGTH OF STAY,molokai,4.44376019993358
2025-07,AVERAGE LENGTH OF STAY,oahu,7.071502485617187
2025-07,PER PERSON PER DAY SPENDING ($),hawaii island,238.34413151466492
2025-07,PER PERSON PER DAY SPENDING ($),kauai,270.9909852022706
2025-07,PER PERSON PER DAY SPENDING ($),lanai,697.1353652851949
2025-07,PER PERSON PER DAY SPENDING ($),maui,286.9642345631252
2025-07,PER PERSON PER DAY SPENDING ($),molokai,165.55999625692078
2025-07,PER PERSON PER DAY SPENDING ($),oahu,234.0907700516824
2025-07,PER PERSON PER TRIP SPENDING ($),hawaii island,1776.77493567868
2025-07,PER PERSON PER TRIP SPENDING ($),kauai,1972.171724468852
2025-07,PER PERSON PER TRIP SPENDING ($),lanai,2795.21390936816
2025-07,PER PERSON PER TRIP SPENDING ($),maui,2167.597132180212
2025-07,PER PERSON PER TRIP SPENDING ($),molokai,735.7089220676571
2025-07,PER PERSON PER TRIP SPENDING ($),oahu,1655.3734622805134
2025-07,TOTAL EXPENDITURES ($ MILLION),hawaii island,284.69379726106865
2025-07,TOTAL EXPENDITURES ($ MILLION),kauai,282.590303688249
2025-07,TOTAL EXPENDITURES ($ MILLION),lanai,11.22849146211857
2025-07,TOTAL EXPENDITURES ($ MILLION),maui,510.5324214578908
2025-07,TOTAL EXPENDITURES ($ MILLION),molokai,1.8544857124907974
2025-07,TOTAL EXPENDITURES ($ MILLION),oahu,857.4963721795928
2025-07,TOTAL VISITOR DAYS,hawaii island,1194465.311362415
2025-07,TOTAL VISITOR DAYS,kauai,1042803.3370826727
2025-07,TOTAL VISITOR DAYS,lanai,16106.615761094039
2025-07,TOTAL VISITOR DAYS,maui,1779080.317221852
2025-07,TOTAL VISITOR DAYS,molokai,11201.291099408778
2025-07,TOTAL VISITOR DAYS,oahu,3663093.4743402116
2025-07,VISITOR ARRIVALS,hawaii island,160230.64685585702
2025-07,VISITOR ARRIVALS,kauai,143288.8932450122
2025-07,VISITOR ARRIVALS,lanai,4017.0419245862645
2025-07,VISITOR ARRIVALS,maui,235529.20138087982
2025-07,VISITOR ARRIVALS,molokai,2520.6785684736547
2025-07,VISITOR ARRIVALS,oahu,518007.8041110246
2025-08,AVERAGE DAILY CENSUS,hawaii island,32095.368452227493
2025-08,AVERAGE DAILY CENSUS,kauai,28279.30620937737
2025-08,AVERAGE DAILY CENSUS,lanai,473.97306099606936
2025-08,AVERAGE DAILY CENSUS,maui,48583.783236537834
2025-08,AVERAGE DAILY CENSUS,molokai,292.53976752686185
2025-08,AVERAGE DAILY CENSUS,oahu,111348.48010809833
2025-08,AVERAGE LENGTH OF STAY,hawaii island,7.101419761378954
2025-08,AVERAGE LENGTH OF STAY,kauai,7.051431074301498
2025-08,AVERAGE LENGTH OF STAY,lanai,3.542282468782803
2025-08,AVERAGE LENGTH OF STAY,maui,7.340316793339427
2025-08,AVERAGE LENGTH OF STAY,molokai,3.9372868593811114
2025-08,AVERAGE LENGTH OF STAY,oahu,6.948990244856812
2025-08,PER PERSON PER DAY SPENDING ($),hawaii island,236.5921906123625
2025-08,PER PERSON PER DAY SPENDING ($),kauai,267.36413331330823
2025-08,PER PERSON PER DAY SPENDING ($),lanai,567.7867789218105
2025-08,PER PERSON PER DAY SPENDING ($),maui,285.983891539078
2025-08,PER PERSON PER DAY SPENDING ($),molokai,181.19326299376695
2025-08,PER PERSON PER DAY SPENDING ($),oahu,234.51979632428123
2025-08,PER PERSON PER TRIP SPENDING ($),hawaii island,1680.1404578025672
2025-08,PER PERSON PER TRIP SPENDING ($),kauai,1885.29975779915
2025-08,PER PERSON PER TRIP SPENDING ($),lanai,2011.2611529813864
2025-08,PER PERSON PER TRIP SPENDING ($),maui,2099.2123616888553
2025-08,PER PERSON PER TRIP SPENDING ($),molokai,713.4098533937444
2025-08,PER PERSON PER TRIP SPENDING ($),oahu,1629.6757768832367
2025-08,TOTAL EXPENDITURES ($ MILLION),hawaii island,235.3989194493258
2025-08,TOTAL EXPENDITURES ($ MILLION),kauai,234.38703805652693
2025-08,TOTAL EXPENDITURES ($ MILLION),lanai,8.34258476555874
2025-08,TOTAL EXPENDITURES ($ MILLION),maui,430.71956126595944
2025-08,TOTAL EXPENDITURES ($ MILLION),molokai,1.6431932860425338
2025-08,TOTAL EXPENDITURES ($ MILLION),oahu,809.5161091550546
2025-08,TOTAL VISITOR DAYS,hawaii island,994956.4220190523
2025-08,TOTAL VISITOR DAYS,kauai,876658.4924906985
2025-08,TOTAL VISITOR DAYS,lanai,14693.16489087815
2025-08,TOTAL VISITOR DAYS,maui,1506097.2803326729
2025-08,TOTAL VISITOR DAYS,molokai,9068.732793332718
2025-08,TOTAL VISITOR DAYS,oahu,3451802.8833510485
2025-08,VISITOR ARRIVALS,hawaii island,140106.69069727708
2025-08,VISITOR ARRIVALS,kauai,124323.48600635491
2025-08,VISITOR ARRIVALS,lanai,4147.9371056275495
2025-08,VISITOR ARRIVALS,maui,205181.50956363347
2025-08,VISITOR ARRIVALS,molokai,2303.2949127710244
2025-08,VISITOR ARRIVALS,oahu,496734.455183017
2025-09,AVERAGE DAILY CENSUS,hawaii island,28187.084694266672
2025-09,AVERAGE DAILY CENSUS,kauai,23609.67295540166
2025-09,AVERAGE DAILY CENSUS,lanai,278.50286293094035
2025-09,AVERAGE DAILY CENSUS,maui,43996.02872272565
2025-09,AVERAGE DAILY CENSUS,molokai,369.1390752882448
2025-09,AVERAGE DAILY CENSUS,oahu,90607.5050971212
2025-09,AVERAGE LENGTH OF STAY,hawaii island,6.574651168015669
2025-09,AVERAGE LENGTH OF STAY,kauai,6.936901404336203
2025-09,AVERAGE LENGTH OF STAY,lanai,2.381465876661873
2025-09,AVERAGE LENGTH OF STAY,maui,7.165429569620358
2025-09,AVERAGE LENGTH OF STAY,molokai,3.2075799490056864
2025-09,AVERAGE LENGTH OF STAY,oahu,6.603343618366631
2025-09,PER PERSON PER DAY SPENDING ($),hawaii island,270.6214902283694
2025-09,PER PERSON PER DAY SPENDING ($),kauai,298.12295211246226
2025-09,PER PERSON PER DAY SPENDING ($),lanai,540.3125429024344
2025-09,PER PERSON PER DAY SPENDING ($),maui,330.6699843771482
2025-09,PER PERSON PER DAY SPENDING ($),molokai,181.91461556386017
2025-09,PER PERSON PER DAY SPENDING ($),oahu,237.5482628398099
2025-09,PER PERSON PER TRIP SPENDING ($),hawaii island,1779.2418968200902
2025-09,PER PERSON PER TRIP SPENDING ($),kauai,2068.0495251737943
2025-09,PER PERSON PER TRIP SPENDING ($),lanai,1286.7358836545518
2025-09,PER PERSON PER TRIP SPENDING ($),maui,2369.3924838419193
2025-09,PER PERSON PER TRIP SPENDING ($),molokai,583.5056733137158
2025-09,PER PERSON PER TRIP SPENDING ($),oahu,1568.6128054773378
2025-09,TOTAL EXPENDITURES ($ MILLION),hawaii island,228.8409259546713
2025-09,TOTAL EXPENDITURES ($ MILLION),kauai,211.15756199622314
2025-09,TOTAL EXPENDITURES ($ MILLION),lanai,4.5143577022747365
2025-09,TOTAL EXPENDITURES ($ MILLION),maui,436.44498391200756
2025-09,TOTAL EXPENDITURES ($ MILLION),molokai,2.014553789119797
2025-09,TOTAL EXPENDITURES ($ MILLION),oahu,645.7096630821109
2025-09,TOTAL VISITOR DAYS,hawaii island,845612.5408280002
2025-09,TOTAL VISITOR DAYS,kauai,708290.1886620498
2025-09,TOTAL VISITOR DAYS,lanai,8355.085887928211
2025-09,TOTAL VISITOR DAYS,maui,1319880.8616817694
2025-09,TOTAL VISITOR DAYS,molokai,11074.172258647344
2025-09,TOTAL VISITOR DAYS,oahu,2718225.152913636
2025-09,VISITOR ARRIVALS,hawaii island,128617.09605853035
2025-09,VISITOR ARRIVALS,kauai,102104.69305781153
2025-09,VISITOR ARRIVALS,lanai,3508.3794270609615
2025-09,VISITOR ARRIVALS,maui,184201.2190417357
2025-09,VISITOR ARRIVALS,molokai,3452.500774635473
2025-09,VISITOR ARRIVALS,oahu,411643.7535301248
2025-10,AVERAGE DAILY CENSUS,hawaii island,32530.368574072894
2025-10,AVERAGE DAILY CENSUS,kauai,25827.47132543325
2025-10,AVERAGE DAILY CENSUS,lanai,266.4434847816685
2025-10,AVERAGE DAILY CENSUS,maui,42298.84486649809
2025-10,AVERAGE DAILY CENSUS,molokai,562.5383596434084
2025-10,AVERAGE DAILY CENSUS,oahu,93944.28641866577
2025-10,AVERAGE LENGTH OF STAY,hawaii island,6.907020512771153
2025-10,AVERAGE LENGTH OF STAY,kauai,6.799482264665011
2025-10,AVERAGE LENGTH OF STAY,lanai,3.5391318296383645
2025-10,AVERAGE LENGTH OF STAY,maui,7.306766629261029
2025-10,AVERAGE LENGTH OF STAY,molokai,5.666251483358372
2025-10,AVERAGE LENGTH OF STAY,oahu,6.43775203681803
2025-10,PER PERSON PER DAY SPENDING ($),hawaii island,276.74170352593626
2025-10,PER PERSON PER DAY SPENDING ($),kauai,303.8766399547795
2025-10,PER PERSON PER DAY SPENDING ($),lanai,658.3278342598719
2025-10,PER PERSON PER DAY SPENDING ($),maui,333.2773253321588
2025-10,PER PERSON PER DAY SPENDING ($),molokai,212.2614132047885
2025-10,PER PERSON PER DAY SPENDING ($),oahu,248.60527049028127
2025-10,PER PERSON PER TRIP SPENDING ($),hawaii island,1911.4606229928743
2025-10,PER PERSON PER TRIP SPENDING ($),kauai,2066.2038240185184
2025-10,PER PERSON PER TRIP SPENDING ($),lanai,2329.9089925660023
2025-10,PER PERSON PER TRIP SPENDING ($),maui,2435.179639026389
2025-10,PER PERSON PER TRIP SPENDING ($),molokai,1202.726547431377
2025-10,PER PERSON PER TRIP SPENDING ($),oahu,1600.4590864625054
2025-10,TOTAL EXPENDITURES ($ MILLION),hawaii island,279.0777980809809
2025-10,TOTAL EXPENDITURES ($ MILLION),kauai,243.29932135193323
2025-10,TOTAL EXPENDITURES ($ MILLION),lanai,5.437622030958037
2025-10,TOTAL EXPENDITURES ($ MILLION),maui,437.0146223341383
2025-10,TOTAL EXPENDITURES ($ MILLION),molokai,3.7015608031942167
2025-10,TOTAL EXPENDITURES ($ MILLION),oahu,724.0063868199946
2025-10,TOTAL VISITOR DAYS,hawaii island,1008441.4257962598
2025-10,TOTAL VISITOR DAYS,kauai,800651.6110884307
2025-10,TOTAL VISITOR DAYS,lanai,8259.748028231723
2025-10,TOTAL VISITOR DAYS,maui,1311264.1908614407
2025-10,TOTAL VISITOR DAYS,molokai,17438.68914894566
2025-10,TOTAL VISITOR DAYS,oahu,2912272.878978639
2025-10,VISITOR ARRIVALS,hawaii island,146002.3788740226
2025-10,VISITOR ARRIVALS,kauai,117751.84932082125
2025-10,VISITOR ARRIVALS,lanai,2333.8345181325785
2025-10,VISITOR ARRIVALS,maui,179458.8848110037
2025-10,VISITOR ARRIVALS,molokai,3077.6412236842334
2025-10,VISITOR ARRIVALS,oahu,452374.192470153
2025-11,AVERAGE DAILY CENSUS,hawaii island,31224.95009749347
2025-11,AVERAGE DAILY CENSUS,kauai,27183.278153830433
2025-11,AVERAGE DAILY CENSUS,lanai,546.7368992881388
2025-11,AVERAGE DAILY CENSUS,maui,54479.23283420174
2025-11,AVERAGE DAILY CENSUS,molokai,441.9769495949539
2025-11,AVERAGE DAILY CENSUS,oahu,102194.83481769926
2025-11,AVERAGE LENGTH OF STAY,hawaii island,7.532777932459493
2025-11,AVERAGE LENGTH OF STAY,kauai,7.852039936453499
2025-11,AVERAGE LENGTH OF STAY,lanai,4.49969258907077
2025-11,AVERAGE LENGTH OF STAY,maui,8.138400808349951
2025-11,AVERAGE LENGTH OF STAY,molokai,5.50944604762002
2025-11,AVERAGE LENGTH OF STAY,oahu,7.197381228303907
2025-11,PER PERSON PER DAY SPENDING ($),hawaii island,271.69525451774354
2025-11,PER PERSON PER DAY SPENDING ($),kauai,290.5297880159438
2025-11,PER PERSON PER DAY SPENDING ($),lanai,575.521571532489
2025-11,PER PERSON PER DAY SPENDING ($),maui,319.78374479860645
2025-11,PER PERSON PER DAY SPENDING ($),molokai,166.87654816103358
2025-11,PER PERSON PER DAY SPENDING ($),oahu,240.01949452038903
2025-11,PER PERSON PER TRIP SPENDING ($),hawaii island,2046.6200175852239
2025-11,PER PERSON PER TRIP SPENDING ($),kauai,2281.2514982305597
2025-11,PER PERSON PER TRIP SPENDING ($),lanai,2589.6701502751043
2025-11,PER PERSON PER TRIP SPENDING ($),maui,2602.528287166153
2025-11,PER PERSON PER TRIP SPENDING ($),molokai,919.3973387062784
2025-11,PER PERSON PER TRIP SPENDING ($),oahu,1727.5118042880404
2025-11,TOTAL EXPENDITURES ($ MILLION),hawaii island,254.51012292126987
2025-11,TOTAL EXPENDITURES ($ MILLION),kauai,236.92656118832375
2025-11,TOTAL EXPENDITURES ($ MILLION),lanai,9.439766384793296
2025-11,TOTAL EXPENDITURES ($ MILLION),maui,522.6471926842869
2025-11,TOTAL EXPENDITURES ($ MILLION),molokai,2.212667631454471
2025-11,TOTAL EXPENDITURES ($ MILLION),oahu,735.8625778661649
2025-11,TOTAL VISITOR DAYS,hawaii island,936748.5029248041
2025-11,TOTAL VISITOR DAYS,kauai,815498.344614913
2025-11,TOTAL VISITOR DAYS,lanai,16402.106978644166
2025-11,TOTAL VISITOR DAYS,maui,1634376.9850260522
2025-11,TOTAL VISITOR DAYS,molokai,13259.308487848617
2025-11,TOTAL VISITOR DAYS,oahu,3065845.044530978
2025-11,VISITOR ARRIVALS,hawaii island,124356.31467220893
2025-11,VISITOR ARRIVALS,kauai,103858.1503933672
2025-11,VISITOR ARRIVALS,lanai,3645.161675818249
2025-11,VISITOR ARRIVALS,maui,200822.86723322733
2025-11,VISITOR ARRIVALS,molokai,2406.650028558932
2025-11,VISITOR ARRIVALS,oahu,425966.7436364847
2025-12,AVERAGE DAILY CENSUS,hawaii island,43431.09286376276
2025-12,AVERAGE DAILY CENSUS,kauai,29364.554650767044
2025-12,AVERAGE DAILY CENSUS,lanai,386.724132249366
2025-12,AVERAGE DAILY CENSUS,maui,65128.12062123664
2025-12,AVERAGE DAILY CENSUS,molokai,281.4762595104478
2025-12,AVERAGE DAILY CENSUS,oahu,108322.05532277076
2025-12,AVERAGE LENGTH OF STAY,hawaii island,8.095266727588625
2025-12,AVERAGE LENGTH OF STAY,kauai,7.405598768508176
2025-12,AVERAGE LENGTH OF STAY,lanai,3.5258005295509376
2025-12,AVERAGE LENGTH OF STAY,maui,8.285112812563694
2025-12,AVERAGE LENGTH OF STAY,molokai,3.950983855209591
2025-12,AVERAGE LENGTH OF STAY,oahu,6.8207234961095216
2025-12,PER PERSON PER DAY SPENDING ($),hawaii island,267.1039657266541
2025-12,PER PERSON PER DAY SPENDING ($),kauai,299.9682282942938
2025-12,PER PERSON PER DAY SPENDING ($),lanai,908.3815307658568
2025-12,PER PERSON PER DAY SPENDING ($),maui,326.3615887070498
2025-12,PER PERSON PER DAY SPENDING ($),molokai,171.96460532840828
2025-12,PER PERSON PER DAY SPENDING ($),oahu,239.04607921739228
2025-12,PER PERSON PER TRIP SPENDING ($),hawaii island,2162.2778465539554
2025-12,PER PERSON PER TRIP SPENDING ($),kauai,2221.4443420478015
2025-12,PER PERSON PER TRIP SPENDING ($),lanai,3202.7720822085494
2025-12,PER PERSON PER TRIP SPENDING ($),maui,2703.9425801254206
2025-12,PER PERSON PER TRIP SPENDING ($),molokai,679.4293793200303
2025-12,PER PERSON PER TRIP SPENDING ($),oahu,1630.4672091709256
2025-12,TOTAL EXPENDITURES ($ MILLION),hawaii island,359.61913133236226
2025-12,TOTAL EXPENDITURES ($ MILLION),kauai,273.06143643048824
2025-12,TOTAL EXPENDITURES ($ MILLION),lanai,10.890084836340078
2025-12,TOTAL EXPENDITURES ($ MILLION),maui,658.9148243789859
2025-12,TOTAL EXPENDITURES ($ MILLION),molokai,1.5005225701569542
2025-12,TOTAL EXPENDITURES ($ MILLION),oahu,802.712841148012
2025-12,TOTAL VISITOR DAYS,hawaii island,1346363.8787766455
2025-12,TOTAL VISITOR DAYS,kauai,910301.1941737784
2025-12,TOTAL VISITOR DAYS,lanai,11988.448099730345
2025-12,TOTAL VISITOR DAYS,maui,2018971.7392583357
2025-12,TOTAL VISITOR DAYS,molokai,8725.764044823882
2025-12,TOTAL VISITOR DAYS,oahu,3357983.7150058933
2025-12,VISITOR ARRIVALS,hawaii island,166314.9497209579
2025-12,VISITOR ARRIVALS,kauai,122920.67429372149
2025-12,VISITOR ARRIVALS,lanai,3400.205995560744
2025-12,VISITOR ARRIVALS,maui,243686.69261771918
2025-12,VISITOR ARRIVALS,molokai,2208.504100394761
2025-12,VISITOR ARRIVALS,oahu,492320.7511521698
2026-01,AVERAGE DAILY CENSUS,hawaii island,41285.69141672195
2026-01,AVERAGE DAILY CENSUS,kauai,29919.235932301894
2026-01,AVERAGE DAILY CENSUS,lanai,393.47827814665726
2026-01,AVERAGE DAILY CENSUS,maui,65090.43987674792
2026-01,AVERAGE DAILY CENSUS,molokai,985.248187178649
2026-01,AVERAGE DAILY CENSUS,oahu,123616.28472461311
2026-01,AVERAGE LENGTH OF STAY,hawaii island,8.258094901004432
2026-01,AVERAGE LENGTH OF STAY,kauai,7.646768822446522
2026-01,AVERAGE LENGTH OF STAY,lanai,3.7142154545912
2026-01,AVERAGE LENGTH OF STAY,maui,8.543501398742292
2026-01,AVERAGE LENGTH OF STAY,molokai,9.26981372359924
2026-01,AVERAGE LENGTH OF STAY,oahu,7.268216346983537
2026-01,PER PERSON PER DAY SPENDING ($),hawaii island,272.19623272437343
2026-01,PER PERSON PER DAY SPENDING ($),kauai,308.7187375716299
2026-01,PER PERSON PER DAY SPENDING ($),lanai,711.5125012192915
2026-01,PER PERSON PER DAY SPENDING ($),maui,329.4128463572369
2026-01,PER PERSON PER DAY SPENDING ($),molokai,171.32619227620077
2026-01,PER PERSON PER DAY SPENDING ($),oahu,244.50652383045738
2026-01,PER PERSON PER TRIP SPENDING ($),hawaii island,2247.822321533764
2026-01,PER PERSON PER TRIP SPENDING ($),kauai,2360.700817367789
2026-01,PER PERSON PER TRIP SPENDING ($),lanai,2642.7107281635326
2026-01,PER PERSON PER TRIP SPENDING ($),maui,2814.339113616733
2026-01,PER PERSON PER TRIP SPENDING ($),molokai,1588.161888373928
2026-01,PER PERSON PER TRIP SPENDING ($),oahu,1777.12631344865
2026-01,TOTAL EXPENDITURES ($ MILLION),hawaii island,348.3720997406341
2026-01,TOTAL EXPENDITURES ($ MILLION),kauai,286.33549112996764
2026-01,TOTAL EXPENDITURES ($ MILLION),lanai,8.678906129647235
2026-01,TOTAL EXPENDITURES ($ MILLION),maui,664.690439183768
2026-01,TOTAL EXPENDITURES ($ MILLION),molokai,5.232763431046771
2026-01,TOTAL EXPENDITURES ($ MILLION),oahu,936.9746300723878
2026-01,TOTAL VISITOR DAYS,hawaii island,1279856.4339183804
2026-01,TOTAL VISITOR DAYS,kauai,927496.3139013587
2026-01,TOTAL VISITOR DAYS,lanai,12197.826622546376
2026-01,TOTAL VISITOR DAYS,maui,2017803.6361791855
2026-01,TOTAL VISITOR DAYS,molokai,30542.69380253812
2026-01,TOTAL VISITOR DAYS,oahu,3832104.8264630064
2026-01,VISITOR ARRIVALS,hawaii island,154982.04480100021
2026-01,VISITOR ARRIVALS,kauai,121292.57931516932
2026-01,VISITOR ARRIVALS,lanai,3284.092366658065
2026-01,VISITOR ARRIVALS,maui,236179.93864625937
2026-01,VISITOR ARRIVALS,molokai,3294.855184067188
2026-01,VISITOR ARRIVALS,oahu,527241.4363468158
2026-02,AVERAGE DAILY CENSUS,hawaii island,40424.47584887998
2026-02,AVERAGE DAILY CENSUS,kauai,28440.433577450425
2026-02,AVERAGE DAILY CENSUS,maui,63300.25066395408
2026-02,AVERAGE DAILY CENSUS,oahu,107606.20218984806
2026-02,AVERAGE LENGTH OF STAY,hawaii island,7.439209626409096
2026-02,AVERAGE LENGTH OF STAY,kauai,7.046193541458314
2026-02,AVERAGE LENGTH OF STAY,maui,7.9399190798658505
2026-02,AVERAGE LENGTH OF STAY,oahu,6.898534157134358
2026-02,PER PERSON PER DAY SPENDING ($),hawaii island,294.18949028129936
2026-02,PER PERSON PER DAY SPENDING ($),kauai,317.87273355910827
2026-02,PER PERSON PER DAY SPENDING ($),maui,322.4504831939671
2026-02,PER PERSON PER DAY SPENDING ($),oahu,244.88948935229624
2026-02,PER PERSON PER TRIP SPENDING ($),hawaii island,2188.5372880890272
2026-02,PER PERSON PER TRIP SPENDING ($),kauai,2239.792802209888
2026-02,PER PERSON PER TRIP SPENDING ($),maui,2560.2307438237417
2026-02,PER PERSON PER TRIP SPENDING ($),oahu,1689.3785070200063
2026-02,TOTAL EXPENDITURES ($ MILLION),hawaii island,332.98876645637955
2026-02,TOTAL EXPENDITURES ($ MILLION),kauai,253.13227421637163
2026-02,TOTAL EXPENDITURES ($ MILLION),maui,571.5134995609544
2026-02,TOTAL EXPENDITURES ($ MILLION),oahu,737.8455813515313
2026-02,TOTAL VISITOR DAYS,hawaii island,1131885.3237686395
2026-02,TOTAL VISITOR DAYS,kauai,796332.1401686119
2026-02,TOTAL VISITOR DAYS,maui,1772407.0185907143
2026-02,TOTAL VISITOR DAYS,oahu,3012973.6613157457
2026-02,VISITOR ARRIVALS,hawaii island,152151.28765164266
2026-02,VISITOR ARRIVALS,kauai,113015.93342322516
2026-02,VISITOR ARRIVALS,maui,223227.34032456414
2026-02,VISITOR ARRIVALS,oahu,436755.63426757476
